Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,SeniorCitizenLabel,ServiceCount,AvgMonthlySpend,ChargeToTenureRatio,CLV,TenureGroup_num,ChargesBand_num,ContractRisk,IsNewCustomer,IsLongTermCustomer,HasNoAddOns,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,MultipleLines_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes
1,0,-0.9152721326034655,1,2,0,1,1.113972437326356,-0.5535689236892943,0,3,1.2852113623219354,-1.0359335158981575,-0.5535689236892943,0,3,2,1,0,0,0,1,0,1,0,0,1,0,1,1
1,1,-0.7931549280876836,1,1,0,0,-0.6679831867872458,-0.7635511881786404,0,0,-0.7252314594059432,0.7716703802576651,-0.7635511881786404,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,-0.5896262538947137,1,1,1,1,0.5664441729339085,-0.3834505997053438,0,4,0.4715709905923675,0.6561247357579968,-0.3834505997053438,1,2,1,0,0,0,1,0,0,1,0,0,1,1,1,1
1,0,0.18378270803857208,0,1,2,0,-0.6480730680820658,-0.30988769793616844,0,3,-0.7239079289110599,1.0243040775535475,-0.30988769793616844,2,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
0,1,-1.1188008067964355,1,0,0,0,-1.4793205240233267,-0.9553895457896364,0,0,-1.3413349047741643,-3.2900527840187994,-0.9553895457896364,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
0,0,-0.8745663977648716,1,2,0,0,0.33250027814804467,-0.6510896807319381,0,1,0.3044752656133389,0.17435815021700515,-0.6510896807319381,0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0
0,1,1.2828375486806096,1,2,0,1,1.135541732590301,1.698930200002763,0,4,1.0416817512633905,0.5151198814533156,1.698930200002763,3,3,2,0,1,0,1,0,0,0,0,1,0,1,1,1
0,0,-1.2816237461508113,1,1,0,0,-0.3112602266527725,-0.984547045476852,0,1,-0.3106355318837196,-0.039107531994243945,-0.984547045476852,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0.18378270803857208,1,2,0,1,0.9148712502745568,0.5151664279008761,1,2,0.9576375648382947,-0.3269924428662988,0.5151664279008761,2,2,2,0,0,0,0,1,0,1,0,0,0,0,1,1
1,1,0.631545791263106,1,2,0,1,1.3379612727596297,1.183924069334817,0,4,1.2961304889047234,0.17435815021700515,1.183924069334817,2,3,2,0,0,0,1,0,0,1,1,1,0,0,1,1
1,0,-0.5082147842175256,1,2,0,1,0.9828974891839214,-0.17537706544382886,1,2,0.9940346534475883,-0.12723556593466762,-0.17537706544382886,1,2,2,0,0,0,0,1,0,1,0,0,0,0,1,1
0,0,-0.2639803751859618,1,1,0,1,0.15165003324266044,-0.21908040583279326,0,3,0.14201189736640207,0.03727009742079106,-0.21908040583279326,2,2,2,0,0,0,0,0,0,1,1,1,0,0,1,0
0,0,-0.10115743583158582,1,0,2,0,-1.5108448786398618,-0.7550825690068833,0,0,-1.510746808119239,0.08231331476811861,-0.7550825690068833,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,1.4863662228735797,1,1,2,1,0.06537285218688103,0.9998083903467704,0,3,0.046717701734797244,0.12343973060698328,0.9998083903467704,3,2,0,0,1,0,0,0,1,1,1,1,0,1,0,0
1,1,1.2421318138420157,1,1,2,1,0.8120023036311275,1.4472630224918142,0,6,0.7912036051067076,0.08231331476811861,1.4472630224918142,3,2,0,0,1,0,1,0,0,1,1,1,1,1,1,1
1,0,-1.1188008067964355,1,0,0,0,-1.5125040551986266,-0.9536124521292417,0,0,-1.3145334122527754,-4.5904308848286215,-0.9536124521292417,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0.26519417771576004,1,0,2,1,-1.4760021709057967,-0.6622787889640525,0,0,-1.4783203109945957,0.1449821389035335,-0.6622787889640525,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,-1.1595065416350294,1,2,0,1,1.2201597370873154,-0.8489613810171134,0,3,0.8669757259387822,2.2306789421602473,-0.8489613810171134,0,3,2,1,0,0,0,1,0,1,0,1,0,0,1,1
1,0,1.1200146093262338,1,2,2,0,1.2019087949409006,1.6533839476696857,0,3,1.1971965844121897,-0.03323232973154962,1.6533839476696857,3,3,0,0,1,0,1,0,0,1,0,0,1,0,1,1
1,1,-0.5489205190561197,1,2,0,0,1.273253386967795,-0.12577201894812187,0,4,1.3563511264219181,-0.5247909190436963,-0.12577201894812187,1,3,2,0,0,0,0,1,0,1,0,0,1,1,1,1
1,0,-0.8745663977648716,1,2,0,1,1.2301147964399053,-0.5063552748353529,0,3,1.2964613715284443,-0.43862128585750193,-0.5063552748353529,0,3,2,1,0,0,0,1,0,1,0,1,0,0,1,1
0,0,-0.06045170099299184,1,2,0,1,1.1620885575305409,0.3893438088593547,1,3,1.2527848651972922,-0.5815845409164125,0.3893438088593547,2,3,2,0,0,0,0,1,0,1,0,1,0,0,1,1
0,0,-0.10115743583158582,1,2,0,1,0.642766294637098,0.061108027956093984,0,3,0.5410563415737462,0.6855007470714685,0.061108027956093984,2,2,2,0,0,0,1,0,0,0,1,1,1,0,0,0
0,0,0.8350744654560759,1,0,2,0,-1.3382905165283026,-0.44771118404233,0,0,-1.3502687356146275,0.34278061508093105,-0.44771118404233,3,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
0,0,-1.1188008067964355,1,2,0,1,0.8103431270723621,-0.8063330725955483,0,3,0.9066816407852842,-0.6736293763653013,-0.8063330725955483,0,2,2,1,0,0,0,1,0,0,0,1,0,1,0,1
0,0,0.7536629957788878,1,2,1,1,0.4868036981131887,0.7351311320875006,1,1,0.4302106626272614,0.3780318286571014,0.7351311320875006,3,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0
1,0,1.5677776925507676,1,1,2,0,0.8086839505135972,1.7943447719664205,0,6,0.8285933415871638,-0.18794598931585108,1.7943447719664205,3,2,0,0,1,0,1,0,0,1,1,1,1,1,1,1
0,1,1.1607203441648277,1,0,2,1,-1.3250171040581826,-0.3514629138182404,0,0,-1.3360407827946306,0.3114462030132236,-0.3514629138182404,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
0,0,-0.9966836022806536,1,2,0,1,0.31756768911915967,-0.7427745499515576,1,1,0.36006354639844124,-0.3798692632305521,-0.7427745499515576,0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,-0.9152721326034655,1,1,0,1,-0.3311703453579522,-0.7593168785927619,0,2,-0.26629726030512574,-0.7069221891872401,-0.7593168785927619,0,1,2,1,0,0,1,0,0,0,1,0,0,1,0,0
1,0,-0.8338606629262776,0,1,0,1,-0.5004063543519814,-0.7381233912354629,0,3,-0.44695917285670933,-0.6403365635433624,-0.7381233912354629,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,1
1,0,1.3642490183577978,1,1,0,0,-0.03583691789778363,0.8623359350871068,0,2,-0.010524992168909305,-0.2721572217478118,0.8623359350871068,3,1,2,0,1,0,0,1,0,1,0,0,0,1,0,1
0,0,-0.3453918448631497,1,1,0,0,-0.14866092389380306,-0.3767371347660752,0,3,-0.16240011645677913,0.09798052080197016,-0.3767371347660752,1,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0
1,1,-1.1595065416350294,1,1,0,0,-0.2797358720362375,-0.9057625598660234,0,2,-0.20376044442188526,-0.7989670246361267,-0.9057625598660234,0,1,2,1,0,0,0,0,1,0,0,1,0,1,0,0
0,0,-1.1595065416350294,1,2,0,1,0.7970697146022425,-0.8530640540355553,0,2,0.7895491919881035,-0.005814719172305056,-0.8530640540355553,0,2,2,1,0,0,0,1,0,1,0,1,0,0,0,1
0,1,0.1023712383613841,1,1,1,0,-0.30960105009400735,-0.1241265618551639,0,2,-0.24247371139722465,-0.7225893952210939,-0.1241265618551639,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
0,0,0.5094285867473239,1,2,0,1,0.689223238282518,0.6488653015606894,1,3,0.6294020021072124,0.3662814241317084,0.6488653015606894,2,2,2,0,0,0,0,0,0,0,1,1,0,1,0,0
0,0,1.3235432835192036,1,2,1,1,1.495583045842304,2.123436190558019,0,5,1.485395349673049,-0.009731520680767942,2.123436190558019,3,3,1,0,1,0,1,0,0,1,1,0,1,1,1,1
1,1,-0.7524491932490895,1,2,0,1,0.5299422886410788,-0.503086300077343,0,1,0.5757990170644351,-0.38182766398478357,-0.503086300077343,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1.1607203441648277,0,1,1,1,-0.4722003528529765,0.346386409019198,0,4,-0.4730989001306564,-0.015606722943462274,0.346386409019198,3,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1
1,1,1.4456604880349857,1,2,2,0,0.5116913464946635,1.34963256830964,0,2,0.4669386338602756,0.2820701916997476,1.34963256830964,3,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1,1,-0.38609757970174374,1,1,1,1,-0.2382564580671127,-0.4460218480935598,0,3,-0.30302523153814,0.6522079342495339,-0.4460218480935598,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0
0,0,0.9164859351332638,1,2,0,1,0.5515115839050234,0.9697952529712167,0,2,0.5642181252342051,-0.14486117272275278,0.9697952529712167,3,2,2,0,1,0,0,1,0,0,0,1,1,0,0,0
1,1,1.4863662228735797,1,0,2,0,-1.3432680462045974,-0.2549952493150897,0,0,-1.324790773588122,-0.3935780685101744,-0.2549952493150897,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1,0,-1.0373893371192475,1,1,0,0,0.5415565245524336,-0.754380507313888,0,5,0.5933357961216402,-0.42099567906941676,-0.754380507313888,0,2,2,1,0,0,0,0,0,0,1,0,1,1,1,1
1,1,1.6084834273893616,1,2,2,0,0.4685527559667738,1.5056438401499639,0,1,0.4848062955412017,-0.17227878328199733,1.5056438401499639,3,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1,1,1.1607203441648277,1,1,1,1,-0.5053838840282764,0.29050668614234454,0,1,-0.542253368488314,0.4250334467586604,0.29050668614234454,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,1.2828375486806096,1,2,1,0,0.5100321699358986,1.192787598208884,1,2,0.4454312633184207,0.43482545052981764,1.192787598208884,3,2,1,0,1,0,1,0,0,0,1,0,1,0,0,0
1,0,-0.019745966154397852,1,2,0,1,0.9380997220972668,0.2771675139754317,1,2,0.8818654440062206,0.3055710007505293,0.2771675139754317,2,2,2,0,0,0,0,1,0,1,0,0,0,0,1,1
0,0,-1.2816237461508113,1,2,0,1,0.4851445215544238,-0.9740161200819208,0,1,0.4834827650463181,-0.039107531994243945,-0.9740161200819208,0,2,2,1,0,0,0,0,1,1,0,0,1,0,0,0
0,0,-1.2002122764736234,1,2,0,1,0.5763992322864984,-0.9148454830191515,0,2,0.2161296050798721,2.9278696106667192,-0.9148454830191515,0,2,2,1,0,0,0,0,1,0,1,0,0,1,0,0
0,1,-1.2002122764736234,1,0,0,0,-1.4842980536996218,-0.9867190488395567,0,0,-1.5904895204359635,3.8267755568590522,-0.9867190488395567,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1.6084834273893616,1,1,2,1,0.6460846477546283,1.6661307552831337,0,5,0.652894668391393,-0.10177635612965667,1.6661307552831337,3,2,0,0,1,0,1,0,0,1,1,0,1,1,1,1
0,1,-0.2639803751859618,0,1,0,1,-1.1657361544167435,-0.6638145489174799,0,1,-1.1477685698974676,-0.33090924437476166,-0.6638145489174799,2,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0.26519417771576004,1,2,2,1,1.1786803231181906,0.6592207115323717,0,4,1.0767553093778006,0.5582046980464116,0.6592207115323717,2,3,0,0,0,0,0,1,0,0,1,0,1,0,1,1
0,0,-1.2816237461508113,1,0,0,0,-1.5058673489635668,-1.0003434335692487,0,0,-1.5018129772787763,-0.039107531994243945,-1.0003434335692487,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,-1.2816237461508113,1,0,0,1,-1.5075265255223318,-1.000365372997155,0,0,-1.5034673903973803,-0.039107531994243945,-1.000365372997155,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,0.9571916699718578,1,2,1,0,0.7954105380434776,1.1709798068702142,0,2,0.7865712483746157,0.0020188838446207192,1.1709798068702142,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0,0.428017117070136,1,2,1,1,1.4142833944628193,0.9805016937893966,1,4,1.3401378778595963,0.3525726188520883,0.9805016937893966,2,3,1,0,0,0,0,1,0,1,0,0,1,1,1,1
0,1,-1.2816237461508113,1,0,0,0,-1.3117436915880627,-0.9977765205042344,0,0,-1.3082466424020796,-0.039107531994243945,-0.9977765205042344,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0
0,0,-0.1418631706701798,1,1,1,0,0.1981069768880804,-0.1468777485937965,0,3,0.09271038643199528,0.8735072194777088,-0.1468777485937965,2,2,1,0,0,0,1,0,0,1,0,1,1,0,0,1
0,0,-1.2409180113122174,1,2,0,1,0.5664441729339085,-0.9278994426232848,0,1,0.9060198755378421,-2.2285995752252394,-0.9278994426232848,0,2,2,1,0,0,0,1,0,1,0,1,0,0,0,0
0,0,1.4456604880349857,1,2,1,0,0.4868036981131887,1.3875000208755799,0,2,0.5089607270728234,-0.21536359987509346,1.3875000208755799,3,2,1,0,1,0,1,0,0,0,0,1,1,0,0,0
1,1,1.4049547531963917,1,2,0,1,0.8169798333074222,1.7875216098876217,0,2,0.9986670101796803,-1.186730373973996,1.7875216098876217,3,2,2,0,1,0,0,0,0,1,0,1,0,0,0,1
1,1,-0.5489205190561197,1,0,2,1,-1.3283354571757127,-0.8037003412468154,0,0,-1.3340554870523056,0.18415015398816673,-0.8037003412468154,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1.3642490183577978,0,1,2,1,-0.2714399892424126,0.618281739059577,0,4,-0.28945904396558525,0.15673254342892218,0.618281739059577,3,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1
1,0,-1.1595065416350294,0,1,0,1,-1.1906238027982183,-0.9520547527479083,0,1,-1.076628805797485,-2.0640939118697808,-0.9520547527479083,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0
1,1,-0.9559778674420595,1,0,2,0,-1.4992306427285067,-0.9164909401121094,0,0,-1.3740922845225285,-3.1000879108583272,-0.9164909401121094,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0.8350744654560759,1,2,0,1,1.2915043291142099,1.3980528856984173,1,4,1.2759466488577516,0.027478093649633835,1.3980528856984173,3,3,2,0,1,0,0,1,0,1,0,1,1,0,1,1
0,0,-0.38609757970174374,1,0,0,1,-1.5075265255223318,-0.8026033698515102,0,0,-1.4723644237676206,-0.939971878940808,-0.8026033698515102,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0.7129572609402939,1,2,1,0,1.4474669256381192,1.4529892131753082,0,5,1.5641454141186109,-0.6775461778737641,1.4529892131753082,3,3,1,0,1,0,0,1,0,1,1,1,0,1,1,1
0,0,-1.2409180113122174,1,2,0,0,0.33250027814804467,-0.9423355861855031,0,1,0.36204884214076644,-0.27999082476473763,-0.9423355861855031,0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,1.0793088744876398,1,0,1,0,-1.4793205240233267,-0.4529766467397956,0,0,-1.4382835135243732,-1.0613927257031706,-0.4529766467397956,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
1,1,1.2421318138420157,1,1,2,0,0.6162194696968583,1.3758940635132497,0,5,0.7058358881867286,-0.667754174102607,1.3758940635132497,3,2,0,0,1,0,1,0,0,1,1,1,1,0,1,1
1,0,-0.30468611002455576,1,1,0,1,0.2030845065643751,-0.20256001661949494,0,4,0.2836296603189255,-0.6951717846618494,-0.20256001661949494,2,2,2,0,0,0,0,0,1,0,1,1,0,1,0,1
0,0,-0.7524491932490895,1,2,0,1,0.5150096996121938,-0.5385404155736113,0,1,0.38487974317750495,0.9538016504012067,-0.5385404155736113,1,2,2,0,0,0,0,1,0,1,0,0,1,0,0,0
1,0,1.3235432835192036,1,1,1,0,0.07035038186317573,0.8820594807746965,0,3,0.04506328861619309,0.18219175323393527,0.8820594807746965,3,2,1,0,1,0,1,0,0,1,1,1,1,0,0,0
1,0,1.4863662228735797,0,1,2,0,-0.2780766954774726,0.7254558443809077,1,4,-0.2533928379800126,-0.28782442778166556,0.7254558443809077,3,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1
1,1,-0.4675090493789317,1,2,0,1,0.3026351000902746,-0.32191050442871477,0,1,0.31837233580961455,-0.17227878328199733,-0.32191050442871477,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0.428017117070136,1,2,1,1,0.873391836305432,0.7522877647100761,0,3,0.9397699031573691,-0.4777893009421352,0.7522877647100761,2,2,1,0,0,0,1,0,0,1,1,0,1,1,0,0
1,0,1.5677776925507676,1,2,1,1,0.8982794846869069,1.8805886630653257,1,4,0.9202478283578389,-0.1977379930870083,1.8805886630653257,3,2,1,0,1,0,0,1,0,1,1,1,1,1,0,0
0,1,-0.5489205190561197,0,1,0,1,-1.3134028681468275,-0.7605235471275977,0,0,-1.1629891705886266,-2.957124655799417,-0.7605235471275977,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0.30589991255435406,1,0,2,0,-1.5025489958460367,-0.6446175494996367,0,0,-1.4617761798085531,-1.0868519355081816,-0.6446175494996367,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,-0.9559778674420595,1,2,0,1,0.6095827634617982,-0.6564429011410281,0,1,0.8047697926792627,-1.3473192358209918,-0.6564429011410281,0,2,2,1,0,0,0,1,0,1,0,0,0,0,0,1
0,0,1.0386031396490458,1,2,1,1,1.27159421040903,1.6315542169031096,0,4,1.2842187144507728,-0.13311076819736412,1.6315542169031096,3,3,1,0,1,0,0,0,0,1,0,1,1,0,1,1
